Year,From,To,Score
2004,Denmark,Russia,0
2004,Denmark,Macedonia,0
2004,Denmark,Greece,3
2004,Denmark,Iceland,2
2004,Denmark,Ireland,0
2004,Denmark,Poland,0
2004,Denmark,United Kingdom,0
2004,Denmark,Cyprus,6
2004,Denmark,Turkey,10
2004,Denmark,Romania,0
2004,Denmark,Sweden,12
2004,Estonia,Spain,0
2004,Estonia,Austria,0
2004,Estonia,Norway,0
2004,Estonia,France,0
2004,Estonia,Serbia and Montenegro,1
2004,Estonia,Malta,6
2004,Estonia,Netherlands,3
2004,Estonia,Germany,2
2004,Estonia,Albania,0
2004,Estonia,Ukraine,12
2004,Estonia,Croatia,0
2004,Estonia,Bosnia-Herzegovina,0
2004,Estonia,Belgium,0
2004,Estonia,Russia,8
2004,Estonia,Macedonia,0
2004,Estonia,Greece,5
2004,Estonia,Iceland,0
2004,Estonia,Ireland,0
2004,Estonia,Poland,0
2004,Estonia,United Kingdom,4
2004,Estonia,Cyprus,7
2004,Estonia,Turkey,0
2004,Estonia,Romania,0
2004,Estonia,Sweden,10
2004,Finland,Spain,0
2004,Finland,Austria,0
2004,Finland,Norway,0
2004,Finland,France,0
2004,Finland,Serbia and Montenegro,10
2004,Finland,Malta,0
2004,Finland,Netherlands,0
2004,Finland,Germany,0
2004,Finland,Albania,3
2004,Finland,Ukraine,8
2004,Finland,Croatia,1
2004,Finland,Bosnia-Herzegovina,0
2004,Finland,Belgium,0
2004,Finland,Russia,4
2004,Finland,Macedonia,0
2004,Finland,Greece,6
2004,Finland,Iceland,2
2004,Finland,Ireland,0
2004,Finland,Poland,0
2004,Finland,United Kingdom,0
2004,Finland,Cyprus,7
2004,Finland,Turkey,5
2004,Finland,Romania,0
2004,Finland,Sweden,12
2004,France,Spain,8
2004,France,Austria,4
2004,France,Norway,0
2004,France,Serbia and Montenegro,10
2004,France,Malta,0
2004,France,Netherlands,0
2004,France,Germany,7
2004,France,Albania,1
2004,France,Ukraine,2
2004,France,Croatia,0
2004,France,Bosnia-Herzegovina,0
2004,France,Belgium,0
2004,France,Russia,0
2004,France,Macedonia,0
2004,France,Greece,6
2004,France,Iceland,0
2004,France,Ireland,0
2004,France,Poland,0
2004,France,United Kingdom,0
2004,France,Cyprus,5
2004,France,Turkey,12
2004,France,Romania,0
2004,France,Sweden,3
2004,Germany,Spain,2
2004,Germany,Austria,0
2004,Germany,Norway,0
2004,Germany,France,0
2004,Germany,Serbia and Montenegro,10
2004,Germany,Malta,0
2004,Germany,Netherlands,0
2004,Germany,Albania,5
2004,Germany,Ukraine,6
2004,Germany,Croatia,1
2004,Germany,Bosnia-Herzegovina,0
2004,Germany,Belgium,0
2004,Germany,Russia,0
2004,Germany,Macedonia,0
2004,Germany,Greece,7
2004,Germany,Iceland,0
2004,Germany,Ireland,0
2004,Germany,Poland,4
2004,Germany,United Kingdom,0
2004,Germany,Cyprus,8
2004,Germany,Turkey,12
2004,Germany,Romania,0
2004,Germany,Sweden,3
2004,Greece,Spain,3
2004,Greece,Austria,5
2004,Greece,Norway,0
2004,Greece,France,0
2004,Greece,Serbia and Montenegro,8
2004,Greece,Malta,1
2004,Greece,Netherlands,0
2004,Greece,Germany,0
2004,Greece,Albania,10
2004,Greece,Ukraine,7
2004,Greece,Croatia,0
2004,Greece,Bosnia-Herzegovina,0
2004,Greece,Belgium,0
2004,Greece,Russia,2
2004,Greece,Macedonia,0
2004,Greece,Iceland,0
2004,Greece,Ireland,0
2004,Greece,Poland,4
2004,Greece,United Kingdom,0
2004,Greece,Cyprus,12
2004,Greece,Turkey,6
2004,Greece,Romania,0
2004,Greece,Sweden,0
2004,Iceland,Spain,1
2004,Iceland,Austria,0
2004,Iceland,Norway,0
2004,Iceland,France,0
2004,Iceland,Serbia and Montenegro,7
2004,Iceland,Malta,0
2004,Iceland,Netherlands,0
2004,Iceland,Germany,0
2004,Iceland,Albania,4
2004,Iceland,Ukraine,12
2004,Iceland,Croatia,0
2004,Iceland,Bosnia-Herzegovina,0
2004,Iceland,Belgium,0
2004,Iceland,Russia,0
2004,Iceland,Macedonia,0
2004,Iceland,Greece,6
2004,Iceland,Ireland,0
2004,Iceland,Poland,3
2004,Iceland,United Kingdom,2
2004,Iceland,Cyprus,10
2004,Iceland,Turkey,5
2004,Iceland,Romania,0
2004,Iceland,Sweden,8
2004,Ireland,Spain,0
2004,Ireland,Austria,0
2004,Ireland,Norway,0
2004,Ireland,France,0
2004,Ireland,Serbia and Montenegro,3
2004,Ireland,Malta,6
2004,Ireland,Netherlands,0
2004,Ireland,Germany,4
2004,Ireland,Albania,2
2004,Ireland,Ukraine,7
2004,Ireland,Croatia,0
2004,Ireland,Bosnia-Herzegovina,0
2004,Ireland,Belgium,0
2004,Ireland,Russia,0
2004,Ireland,Macedonia,0
2004,Ireland,Greece,5
2004,Ireland,Iceland,0
2004,Ireland,Poland,0
2004,Ireland,United Kingdom,8
2004,Ireland,Cyprus,10
2004,Ireland,Turkey,1
2004,Ireland,Romania,0
2004,Ireland,Sweden,12
2004,Israel,Spain,8
2004,Israel,Austria,0
2004,Israel,Norway,0
2004,Israel,France,0
2004,Israel,Serbia and Montenegro,7
2004,Israel,Malta,4
2004,Israel,Netherlands,0
2004,Israel,Germany,0
2004,Israel,Albania,0
2004,Israel,Ukraine,12
2004,Israel,Croatia,0
2004,Israel,Bosnia-Herzegovina,0
2004,Israel,Belgium,0
2004,Israel,Russia,6
2004,Israel,Macedonia,0
2004,Israel,Greece,10
2004,Israel,Iceland,0
2004,Israel,Ireland,0
2004,Israel,Poland,0
2004,Israel,United Kingdom,0
2004,Israel,Cyprus,3
2004,Israel,Turkey,2
2004,Israel,Romania,1
2004,Israel,Sweden,5
2004,Latvia,Spain,0
2004,Latvia,Austria,0
2004,Latvia,Norway,0
2004,Latvia,France,0
2004,Latvia,Serbia and Montenegro,5
2004,Latvia,Malta,6
2004,Latvia,Netherlands,0
2004,Latvia,Germany,0
2004,Latvia,Albania,1
2004,Latvia,Ukraine,12
2004,Latvia,Croatia,0
2004,Latvia,Bosnia-Herzegovina,0
2004,Latvia,Belgium,0
2004,Latvia,Russia,10
2004,Latvia,Macedonia,0
2004,Latvia,Greece,7
2004,Latvia,Iceland,0
2004,Latvia,Ireland,0
2004,Latvia,Poland,0
2004,Latvia,United Kingdom,3
2004,Latvia,Cyprus,4
2004,Latvia,Turkey,2
2004,Latvia,Romania,0
2004,Latvia,Sweden,8
2004,Lithuania,Spain,0
2004,Lithuania,Austria,0
2004,Lithuania,Norway,0
2004,Lithuania,France,0
2004,Lithuania,Serbia and Montenegro,2
2004,Lithuania,Malta,4
2004,Lithuania,Netherlands,0
2004,Lithuania,Germany,1
2004,Lithuania,Albania,0
2004,Lithuania,Ukraine,12
2004,Lithuania,Croatia,0
2004,Lithuania,Bosnia-Herzegovina,0
2004,Lithuania,Belgium,0
2004,Lithuania,Russia,8
2004,Lithuania,Macedonia,0
2004,Lithuania,Greece,10
2004,Lithuania,Iceland,0
2004,Lithuania,Ireland,0
2004,Lithuania,Poland,7
2004,Lithuania,United Kingdom,0
2004,Lithuania,Cyprus,5
2004,Lithuania,Turkey,3
2004,Lithuania,Romania,0
2004,Lithuania,Sweden,6
2004,Macedonia,Spain,1
2004,Macedonia,Austria,0
2004,Macedonia,Norway,0
2004,Macedonia,France,0
2004,Macedonia,Serbia and Montenegro,10
2004,Macedonia,Malta,3
2004,Macedonia,Netherlands,0
2004,Macedonia,Germany,0
2004,Macedonia,Albania,12
2004,Macedonia,Ukraine,8
2004,Macedonia,Croatia,5
2004,Macedonia,Bosnia-Herzegovina,4
2004,Macedonia,Belgium,0
2004,Macedonia,Russia,0
2004,Macedonia,Greece,7
2004,Macedonia,Iceland,0
2004,Macedonia,Ireland,0
2004,Macedonia,Poland,0
2004,Macedonia,United Kingdom,0
2004,Macedonia,Cyprus,0
2004,Macedonia,Turkey,6
2004,Macedonia,Romania,0
2004,Macedonia,Sweden,2
2004,Malta,Spain,3
2004,Malta,Austria,0
2004,Malta,Norway,0
2004,Malta,France,0
2004,Malta,Serbia and Montenegro,6
2004,Malta,Netherlands,2
2004,Malta,Germany,0
2004,Malta,Albania,10
2004,Malta,Ukraine,8
2004,Malta,Croatia,0
2004,Malta,Bosnia-Herzegovina,0
2004,Malta,Belgium,0
2004,Malta,Russia,0
2004,Malta,Macedonia,1
2004,Malta,Greece,12
2004,Malta,Iceland,0
2004,Malta,Ireland,0
2004,Malta,Poland,0
2004,Malta,United Kingdom,4
2004,Malta,Cyprus,7
2004,Malta,Turkey,0
2004,Malta,Romania,0
2004,Malta,Sweden,5
2004,Monaco,Spain,3
2004,Monaco,Austria,0
2004,Monaco,Norway,0
2004,Monaco,France,12
2004,Monaco,Serbia and Montenegro,1
2004,Monaco,Malta,0
2004,Monaco,Netherlands,0
2004,Monaco,Germany,7
2004,Monaco,Albania,0
2004,Monaco,Ukraine,6
2004,Monaco,Croatia,0
2004,Monaco,Bosnia-Herzegovina,4
2004,Monaco,Belgium,0
2004,Monaco,Russia,0
2004,Monaco,Macedonia,0
2004,Monaco,Greece,10
2004,Monaco,Iceland,5
2004,Monaco,Ireland,0
2004,Monaco,Poland,0
2004,Monaco,United Kingdom,0
2004,Monaco,Cyprus,2
2004,Monaco,Turkey,8
2004,Monaco,Romania,0
2004,Monaco,Sweden,0
2004,Netherlands,Spain,4
2004,Netherlands,Austria,0
2004,Netherlands,Norway,0
2004,Netherlands,France,0
2004,Netherlands,Serbia and Montenegro,10
2004,Netherlands,Malta,0
2004,Netherlands,Germany,3
2004,Netherlands,Albania,1
2004,Netherlands,Ukraine,7
2004,Netherlands,Croatia,0
2004,Netherlands,Bosnia-Herzegovina,2
2004,Netherlands,Belgium,5
2004,Netherlands,Russia,0
2004,Netherlands,Macedonia,0
2004,Netherlands,Greece,6
2004,Netherlands,Iceland,0
2004,Netherlands,Ireland,0
2004,Netherlands,Poland,0
2004,Netherlands,United Kingdom,0
2004,Netherlands,Cyprus,8
2004,Netherlands,Turkey,12
2004,Netherlands,Romania,0
2004,Netherlands,Sweden,0
2004,Norway,Spain,0
2004,Norway,Austria,0
2004,Norway,France,0
2004,Norway,Serbia and Montenegro,6
2004,Norway,Malta,0
2004,Norway,Netherlands,0
2004,Norway,Germany,1
2004,Norway,Albania,3
2004,Norway,Ukraine,7
2004,Norway,Croatia,0
2004,Norway,Bosnia-Herzegovina,10
2004,Norway,Belgium,0
2004,Norway,Russia,0
2004,Norway,Macedonia,0
2004,Norway,Greece,2
2004,Norway,Iceland,5
2004,Norway,Ireland,0
2004,Norway,Poland,0
2004,Norway,United Kingdom,0
2004,Norway,Cyprus,4
2004,Norway,Turkey,8
2004,Norway,Romania,0
2004,Norway,Sweden,12
2004,Poland,Spain,1
2004,Poland,Austria,0
2004,Poland,Norway,0
2004,Poland,France,0
2004,Poland,Serbia and Montenegro,5
2004,Poland,Malta,3
2004,Poland,Netherlands,0
2004,Poland,Germany,6
2004,Poland,Albania,0
2004,Poland,Ukraine,12
2004,Poland,Croatia,0
2004,Poland,Bosnia-Herzegovina,0
2004,Poland,Belgium,0
2004,Poland,Russia,0
2004,Poland,Macedonia,0
2004,Poland,Greece,7
2004,Poland,Iceland,0
2004,Poland,Ireland,0
2004,Poland,United Kingdom,2
2004,Poland,Cyprus,4
2004,Poland,Turkey,8
2004,Poland,Romania,0
2004,Poland,Sweden,10
2004,Portugal,Spain,12
2004,Portugal,Austria,0
2004,Portugal,Norway,0
2004,Portugal,France,2
2004,Portugal,Serbia and Montenegro,7
2004,Portugal,Malta,1
2004,Portugal,Netherlands,0
2004,Portugal,Germany,8
2004,Portugal,Albania,0
2004,Portugal,Ukraine,10
2004,Portugal,Croatia,0
2004,Portugal,Bosnia-Herzegovina,0
2004,Portugal,Belgium,0
2004,Portugal,Russia,0
2004,Portugal,Macedonia,0
2004,Portugal,Greece,6
2004,Portugal,Iceland,0
2004,Portugal,Ireland,0
2004,Portugal,Poland,0
2004,Portugal,United Kingdom,0
2004,Portugal,Cyprus,3
2004,Portugal,Turkey,0
2004,Portugal,Romania,4
2004,Portugal,Sweden,5
2004,Romania,Spain,5
2004,Romania,Austria,0
2004,Romania,Norway,0
2004,Romania,France,0
2004,Romania,Serbia and Montenegro,8
2004,Romania,Malta,0
2004,Romania,Netherlands,0
2004,Romania,Germany,4
2004,Romania,Albania,1
2004,Romania,Ukraine,6
2004,Romania,Croatia,0
2004,Romania,Bosnia-Herzegovina,0
2004,Romania,Belgium,0
2004,Romania,Russia,0
2004,Romania,Macedonia,0
2004,Romania,Greece,12
2004,Romania,Iceland,0
2004,Romania,Ireland,0
2004,Romania,Poland,0
2004,Romania,United Kingdom,2
2004,Romania,Cyprus,3
2004,Romania,Turkey,10
2004,Romania,Sweden,7
2004,Russia,Spain,0
2004,Russia,Austria,0
2004,Russia,Norway,0
2004,Russia,France,4
2004,Russia,Serbia and Montenegro,10
2004,Russia,Malta,0
2004,Russia,Netherlands,0
2004,Russia,Germany,0
2004,Russia,Albania,0
2004,Russia,Ukraine,12
2004,Russia,Croatia,5
2004,Russia,Bosnia-Herzegovina,0
2004,Russia,Belgium,0
2004,Russia,Macedonia,0
2004,Russia,Greece,7
2004,Russia,Iceland,2
2004,Russia,Ireland,0
2004,Russia,Poland,0
2004,Russia,United Kingdom,1
2004,Russia,Cyprus,6
2004,Russia,Turkey,8
2004,Russia,Romania,0
2004,Russia,Sweden,3
2004,Serbia and Montenegro,Spain,0
2004,Serbia and Montenegro,Austria,0
2004,Serbia and Montenegro,Norway,0
2004,Serbia and Montenegro,France,0
2004,Serbia and Montenegro,Malta,0
2004,Serbia and Montenegro,Netherlands,0
2004,Serbia and Montenegro,Germany,0
2004,Serbia and Montenegro,Albania,8
2004,Serbia and Montenegro,Ukraine,10
2004,Serbia and Montenegro,Croatia,5
2004,Serbia and Montenegro,Bosnia-Herzegovina,6
2004,Serbia and Montenegro,Belgium,0
2004,Serbia and Montenegro,Russia,1
2004,Serbia and Montenegro,Macedonia,12
2004,Serbia and Montenegro,Greece,7
2004,Serbia and Montenegro,Iceland,0
2004,Serbia and Montenegro,Ireland,0
2004,Serbia and Montenegro,Poland,0
2004,Serbia and Montenegro,United Kingdom,0
2004,Serbia and Montenegro,Cyprus,3
2004,Serbia and Montenegro,Turkey,2
2004,Serbia and Montenegro,Romania,0
2004,Serbia and Montenegro,Sweden,4
2004,Slovenia,Spain,0
2004,Slovenia,Austria,0
2004,Slovenia,Norway,0
2004,Slovenia,France,0
2004,Slovenia,Serbia and Montenegro,12
2004,Slovenia,Malta,0
2004,Slovenia,Netherlands,0
2004,Slovenia,Germany,3
2004,Slovenia,Albania,4
2004,Slovenia,Ukraine,8
2004,Slovenia,Croatia,5
2004,Slovenia,Bosnia-Herzegovina,10
2004,Slovenia,Belgium,0
2004,Slovenia,Russia,0
2004,Slovenia,Macedonia,7
2004,Slovenia,Greece,6
2004,Slovenia,Iceland,0
2004,Slovenia,Ireland,0
2004,Slovenia,Poland,0
2004,Slovenia,United Kingdom,0
2004,Slovenia,Cyprus,1
2004,Slovenia,Turkey,0
2004,Slovenia,Romania,0
2004,Slovenia,Sweden,2
2004,Spain,Austria,0
2004,Spain,Norway,0
2004,Spain,France,4
2004,Spain,Serbia and Montenegro,6
2004,Spain,Malta,0
2004,Spain,Netherlands,0
2004,Spain,Germany,12
2004,Spain,Albania,0
2004,Spain,Ukraine,8
2004,Spain,Croatia,0
2004,Spain,Bosnia-Herzegovina,0
2004,Spain,Belgium,0
2004,Spain,Russia,0
2004,Spain,Macedonia,0
2004,Spain,Greece,7
2004,Spain,Iceland,0
2004,Spain,Ireland,0
2004,Spain,Poland,1
2004,Spain,United Kingdom,0
2004,Spain,Cyprus,3
2004,Spain,Turkey,2
2004,Spain,Romania,10
2004,Spain,Sweden,5
2004,Sweden,Spain,0
2004,Sweden,Austria,0
2004,Sweden,Norway,3
2004,Sweden,France,0
2004,Sweden,Serbia and Montenegro,12
2004,Sweden,Malta,0
2004,Sweden,Netherlands,0
2004,Sweden,Germany,0
2004,Sweden,Albania,7
2004,Sweden,Ukraine,10
2004,Sweden,Croatia,0
2004,Sweden,Bosnia-Herzegovina,8
2004,Sweden,Belgium,0
2004,Sweden,Russia,0
2004,Sweden,Macedonia,0
2004,Sweden,Greece,4
2004,Sweden,Iceland,0
2004,Sweden,Ireland,0
2004,Sweden,Poland,1
2004,Sweden,United Kingdom,2
2004,Sweden,Cyprus,6
2004,Sweden,Turkey,5
2004,Sweden,Romania,0
2004,Switzerland,Spain,6
2004,Switzerland,Austria,0
2004,Switzerland,Norway,0
2004,Switzerland,France,0
2004,Switzerland,Serbia and Montenegro,12
2004,Switzerland,Malta,0
2004,Switzerland,Netherlands,0
2004,Switzerland,Germany,10
2004,Switzerland,Albania,7
2004,Switzerland,Ukraine,0
2004,Switzerland,Croatia,3
2004,Switzerland,Bosnia-Herzegovina,5
2004,Switzerland,Belgium,0
2004,Switzerland,Russia,0
2004,Switzerland,Macedonia,1
2004,Switzerland,Greece,4
2004,Switzerland,Iceland,0
2004,Switzerland,Ireland,0
2004,Switzerland,Poland,0
2004,Switzerland,United Kingdom,0
2004,Switzerland,Cyprus,2
2004,Switzerland,Turkey,8
2004,Switzerland,Romania,0
2004,Switzerland,Sweden,0
2004,Turkey,Spain,2
2004,Turkey,Austria,0
2004,Turkey,Norway,0
2004,Turkey,France,0
2004,Turkey,Serbia and Montenegro,8
2004,Turkey,Malta,0
2004,Turkey,Netherlands,0
2004,Turkey,Germany,5
2004,Turkey,Albania,6
2004,Turkey,Ukraine,12
2004,Turkey,Croatia,0
2004,Turkey,Bosnia-Herzegovina,7
2004,Turkey,Belgium,0
2004,Turkey,Russia,0
2004,Turkey,Macedonia,4
2004,Turkey,Greece,10
2004,Turkey,Iceland,0
2004,Turkey,Ireland,0
2004,Turkey,Poland,0
2004,Turkey,United Kingdom,0
2004,Turkey,Cyprus,1
2004,Turkey,Romania,0
2004,Turkey,Sweden,3
2004,Ukraine,Spain,0
2004,Ukraine,Austria,0
2004,Ukraine,Norway,0
2004,Ukraine,France,0
2004,Ukraine,Serbia and Montenegro,12
2004,Ukraine,Malta,1
2004,Ukraine,Netherlands,0
2004,Ukraine,Germany,0
2004,Ukraine,Albania,0
2004,Ukraine,Croatia,7
2004,Ukraine,Bosnia-Herzegovina,0
2004,Ukraine,Belgium,0
2004,Ukraine,Russia,10
2004,Ukraine,Macedonia,3
2004,Ukraine,Greece,8
2004,Ukraine,Iceland,0
2004,Ukraine,Ireland,0
2004,Ukraine,Poland,5
2004,Ukraine,United Kingdom,0
2004,Ukraine,Cyprus,4
2004,Ukraine,Turkey,6
2004,Ukraine,Romania,0
2004,Ukraine,Sweden,2
2004,United Kingdom,Spain,0
2004,United Kingdom,Austria,0
2004,United Kingdom,Norway,0
2004,United Kingdom,France,0
2004,United Kingdom,Serbia and Montenegro,3
2004,United Kingdom,Malta,2
2004,United Kingdom,Netherlands,0
2004,United Kingdom,Germany,4
2004,United Kingdom,Albania,1
2004,United Kingdom,Ukraine,5
2004,United Kingdom,Croatia,0
2004,United Kingdom,Bosnia-Herzegovina,0
2004,United Kingdom,Belgium,0
2004,United Kingdom,Russia,0
2004,United Kingdom,Macedonia,0
2004,United Kingdom,Greece,12
2004,United Kingdom,Iceland,0
2004,United Kingdom,Ireland,7
2004,United Kingdom,Poland,0
2004,United Kingdom,Cyprus,10
2004,United Kingdom,Turkey,6
2004,United Kingdom,Romania,0
2004,United Kingdom,Sweden,8
2005,Albania,Hungary,0
2005,Albania,United Kingdom,0
2005,Albania,Malta,4
2005,Albania,Romania,5
2005,Albania,Norway,0
2005,Albania,Turkey,8
2005,Albania,Moldova,0
2005,Albania,Cyprus,7
2005,Albania,Spain,0
2005,Albania,Israel,3
2005,Albania,Serbia and Montenegro,6
2005,Albania,Denmark,0
2005,Albania,Sweden,0
2005,Albania,Macedonia,10
2005,Albania,Ukraine,0
2005,Albania,Germany,0
2005,Albania,Croatia,2
2005,Albania,Greece,12
2005,Albania,Russia,0
2005,Albania,Bosnia-Herzegovina,0
2005,Albania,Switzerland,0
2005,Albania,Latvia,0
2005,Albania,France,1
2005,Andorra,Hungary,6
2005,Andorra,United Kingdom,0
2005,Andorra,Malta,0
2005,Andorra,Romania,7
2005,Andorra,Norway,2
2005,Andorra,Turkey,0
2005,Andorra,Moldova,0
2005,Andorra,Albania,0
2005,Andorra,Cyprus,0
2005,Andorra,Spain,12
2005,Andorra,Israel,8
2005,Andorra,Serbia and Montenegro,0
2005,Andorra,Denmark,3
2005,Andorra,Sweden,0
2005,Andorra,Macedonia,0
2005,Andorra,Ukraine,0
2005,Andorra,Germany,0
2005,Andorra,Croatia,0
2005,Andorra,Greece,4
2005,Andorra,Russia,0
2005,Andorra,Bosnia-Herzegovina,0
2005,Andorra,Switzerland,1
2005,Andorra,Latvia,10
2005,Andorra,France,5
2005,Austria,Hungary,0
2005,Austria,United Kingdom,0
2005,Austria,Malta,5
2005,Austria,Romania,6
2005,Austria,Norway,0
2005,Austria,Turkey,7
2005,Austria,Moldova,2
2005,Austria,Albania,3
2005,Austria,Cyprus,0
2005,Austria,Spain,0
2005,Austria,Israel,1
2005,Austria,Serbia and Montenegro,12
2005,Austria,Denmark,0
2005,Austria,Sweden,0
2005,Austria,Macedonia,0
2005,Austria,Ukraine,0
2005,Austria,Germany,0
2005,Austria,Croatia,8
2005,Austria,Greece,4
2005,Austria,Russia,0
2005,Austria,Bosnia-Herzegovina,10
2005,Austria,Switzerland,0
2005,Austria,Latvia,0
2005,Austria,France,0
2005,Belarus,Hungary,2
2005,Belarus,United Kingdom,0
2005,Belarus,Malta,5
2005,Belarus,Romania,1
2005,Belarus,Norway,4
2005,Belarus,Turkey,0
2005,Belarus,Moldova,7
2005,Belarus,Albania,0
2005,Belarus,Cyprus,0
2005,Belarus,Spain,0
2005,Belarus,Israel,8
2005,Belarus,Serbia and Montenegro,3
2005,Belarus,Denmark,0
2005,Belarus,Sweden,0
2005,Belarus,Macedonia,0
2005,Belarus,Ukraine,0
2005,Belarus,Germany,0
2005,Belarus,Croatia,0
2005,Belarus,Greece,0
2005,Belarus,Russia,12
2005,Belarus,Bosnia-Herzegovina,0
2005,Belarus,Switzerland,10
2005,Belarus,Latvia,6
2005,Belarus,France,0
2005,Belgium,Hungary,2
2005,Belgium,United Kingdom,0
2005,Belgium,Malta,8
2005,Belgium,Romania,7
2005,Belgium,Norway,3
2005,Belgium,Turkey,10
2005,Belgium,Moldova,1
2005,Belgium,Albania,0
2005,Belgium,Cyprus,0
2005,Belgium,Spain,0
2005,Belgium,Israel,6
2005,Belgium,Serbia and Montenegro,0
2005,Belgium,Denmark,4
2005,Belgium,Sweden,0
2005,Belgium,Macedonia,0
2005,Belgium,Ukraine,0
2005,Belgium,Germany,0
2005,Belgium,Croatia,0
2005,Belgium,Greece,12
2005,Belgium,Russia,0
2005,Belgium,Bosnia-Herzegovina,0
2005,Belgium,Switzerland,0
2005,Belgium,Latvia,5
2005,Belgium,France,0
2005,Bosnia-Herzegovina,Hungary,1
2005,Bosnia-Herzegovina,United Kingdom,0
2005,Bosnia-Herzegovina,Malta,0
2005,Bosnia-Herzegovina,Romania,2
2005,Bosnia-Herzegovina,Norway,3
2005,Bosnia-Herzegovina,Turkey,8
2005,Bosnia-Herzegovina,Moldova,4
2005,Bosnia-Herzegovina,Albania,5
2005,Bosnia-Herzegovina,Cyprus,0
2005,Bosnia-Herzegovina,Spain,0
2005,Bosnia-Herzegovina,Israel,0
2005,Bosnia-Herzegovina,Serbia and Montenegro,10
2005,Bosnia-Herzegovina,Denmark,0
2005,Bosnia-Herzegovina,Sweden,0
2005,Bosnia-Herzegovina,Macedonia,7
2005,Bosnia-Herzegovina,Ukraine,0
2005,Bosnia-Herzegovina,Germany,0
2005,Bosnia-Herzegovina,Croatia,12
2005,Bosnia-Herzegovina,Greece,6
2005,Bosnia-Herzegovina,Russia,0
2005,Bosnia-Herzegovina,Switzerland,0
2005,Bosnia-Herzegovina,Latvia,0
2005,Bosnia-Herzegovina,France,0
2005,Bulgaria,Hungary,5
2005,Bulgaria,United Kingdom,0
2005,Bulgaria,Malta,0
2005,Bulgaria,Romania,8
2005,Bulgaria,Norway,1
2005,Bulgaria,Turkey,3
2005,Bulgaria,Moldova,6
2005,Bulgaria,Albania,0
2005,Bulgaria,Cyprus,10
2005,Bulgaria,Spain,0
2005,Bulgaria,Israel,0
2005,Bulgaria,Serbia and Montenegro,4
2005,Bulgaria,Denmark,0
2005,Bulgaria,Sweden,0
2005,Bulgaria,Macedonia,7
2005,Bulgaria,Ukraine,0
2005,Bulgaria,Germany,0
2005,Bulgaria,Croatia,2
2005,Bulgaria,Greece,12
2005,Bulgaria,Russia,0
2005,Bulgaria,Bosnia-Herzegovina,0
2005,Bulgaria,Switzerland,0
2005,Bulgaria,Latvia,0
2005,Bulgaria,France,0
2005,Croatia,Hungary,6
2005,Croatia,United Kingdom,0
2005,Croatia,Malta,4
2005,Croatia,Romania,0
2005,Croatia,Norway,0
2005,Croatia,Turkey,0
2005,Croatia,Moldova,1
2005,Croatia,Albania,2
2005,Croatia,Cyprus,0
2005,Croatia,Spain,0
2005,Croatia,Israel,0
2005,Croatia,Serbia and Montenegro,12
2005,Croatia,Denmark,0
2005,Croatia,Sweden,0
2005,Croatia,Macedonia,8
2005,Croatia,Ukraine,0
2005,Croatia,Germany,0
2005,Croatia,Greece,5
2005,Croatia,Russia,0
2005,Croatia,Bosnia-Herzegovina,10
2005,Croatia,Switzerland,3
2005,Croatia,Latvia,7
2005,Croatia,France,0
2005,Cyprus,Hungary,7
2005,Cyprus,United Kingdom,5
2005,Cyprus,Malta,6
2005,Cyprus,Romania,8
2005,Cyprus,Norway,3
2005,Cyprus,Turkey,0
2005,Cyprus,Moldova,2
2005,Cyprus,Albania,0
2005,Cyprus,Spain,0
2005,Cyprus,Israel,0
2005,Cyprus,Serbia and Montenegro,10
2005,Cyprus,Denmark,0
2005,Cyprus,Sweden,0
2005,Cyprus,Macedonia,0
2005,Cyprus,Ukraine,0
2005,Cyprus,Germany,0
2005,Cyprus,Croatia,0
2005,Cyprus,Greece,12
2005,Cyprus,Russia,0
2005,Cyprus,Bosnia-Herzegovina,0
2005,Cyprus,Switzerland,4
2005,Cyprus,Latvia,1
2005,Cyprus,France,0
2005,Denmark,Hungary,0
2005,Denmark,United Kingdom,0
2005,Denmark,Malta,10
2005,Denmark,Romania,3
2005,Denmark,Norway,12
2005,Denmark,Turkey,8
2005,Denmark,Moldova,0
2005,Denmark,Albania,0
2005,Denmark,Cyprus,0
2005,Denmark,Spain,0
2005,Denmark,Israel,5
2005,Denmark,Serbia and Montenegro,0
2005,Denmark,Sweden,7
2005,Denmark,Macedonia,0
2005,Denmark,Ukraine,0
2005,Denmark,Germany,0
2005,Denmark,Croatia,0
2005,Denmark,Greece,2
2005,Denmark,Russia,0
2005,Denmark,Bosnia-Herzegovina,4
2005,Denmark,Switzerland,1
2005,Denmark,Latvia,6
2005,Denmark,France,0
2005,Estonia,Hungary,3
2005,Estonia,United Kingdom,0
2005,Estonia,Malta,4
2005,Estonia,Romania,0
2005,Estonia,Norway,8
2005,Estonia,Turkey,0
2005,Estonia,Moldova,6
2005,Estonia,Albania,0
2005,Estonia,Cyprus,0
2005,Estonia,Spain,0
2005,Estonia,Israel,1
2005,Estonia,Serbia and Montenegro,0
2005,Estonia,Denmark,5
2005,Estonia,Sweden,0
2005,Estonia,Macedonia,0
2005,Estonia,Ukraine,0
2005,Estonia,Germany,0
2005,Estonia,Croatia,2
2005,Estonia,Greece,0
2005,Estonia,Russia,7
2005,Estonia,Bosnia-Herzegovina,0
2005,Estonia,Switzerland,12
2005,Estonia,Latvia,10
